"Race.ID","Chamber","State","Congressional.District","Year","R.D.Victory.Margin","Incumbent.Running.","Geography","District.PVI","Population.Square.Mile","Share.African.American","Share.Asian","Share.College.Educated","Share.Hispanic","Share.Non.Hispanic.White","Unopposed.D.","Unopposed.R.","Vote.Share.of.Last.D.Presidential.Candidate","Vote.Share.of.Last.R.House.Candidate"
"H2006KY03","House","KY",3,2006,-0.0244,"Republican","Extremely Urban",-2,1838.25,0.209908292,0.023,0.29,0.025020715,0.736155753,0,0,0.5102,0.6026
"H2006KY04","House","KY",4,2006,0.0795,"Republican","",12,118.62,0.031586878,0.01,0.22,0.014699831,0.936193758,0,0,0.3628,0.544
"H2006KY05","House","KY",5,2006,0.4756,"Republican","Extremely Rural",8,63.1,0.010843402,0.003,0.115,0.0059,0.965362706,0,0,0.3904,1
"H2006KY06","House","KY",6,2006,-1,"Democrat","Quite Urban",7,179.32,0.088457659,0.019,0.285,0.029366059,0.853177058,1,0,0.4137,0.4001
"H2006LA01","House","LA",1,2006,0.8076,"Republican","Quite Urban",18,265.76,0.157600135,0.02,0.29,0.052806705,0.751470881,0,0,0.2876,0.784
"H2006LA02","House","LA",2,2006,-1,"Democrat","Extremely Urban",-28,2400.88,0.609644294,0.042,0.219,0.048465632,0.325360784,1,0,0.7576,0.2099
"H2006LA03","House","LA",3,2006,-0.1469,"Democrat","Quite Urban",5,91.05,0.270955265,0.008,0.134,0.025849802,0.669721016,0,0,0.4148,0.4975
"H2006LA04","House","LA",4,2006,0.4049,"Republican","",7,59.31,0.345690846,0.015,0.185,0.024962693,0.61920401,0,0,0.404,1
"H2006LA05","House","LA",5,2006,0.3929,"Republican","Quite Rural",10,46.35,0.339347959,0.008,0.171,0.014224926,0.636310865,0,0,0.3737,0.5944
"H2006LA06","House","LA",6,2006,1,"Republican","Quite Urban",7,207.53,0.346563578,0.019,0.267,0.021370955,0.608718857,0,1,0.4053,0.7221
"H2006LA07","House","LA",7,2006,0.4142,"Republican","Quite Urban",7,101.86,0.26554808,0.012,0.189,0.01577514,0.714691221,0,0,0.3961,0.5496
"H2006MA01","House","MA",1,2006,-1,"Democrat","Quite Urban",-15,204.6,0.026824798,0.021,0.291,0.068240002,0.875845779,1,0,0.6406,0
"H2006MA02","House","MA",2,2006,-1,"Democrat","Extremely Urban",-11,688.39,0.068697006,0.023,0.28,0.11398755,0.804794507,1,0,0.5993,0
"H2006MA03","House","MA",3,2006,-1,"Democrat","Extremely Urban",-11,1092.23,0.04055693,0.052,0.369,0.074917704,0.819525659,1,0,0.5971,0.2944
"H2006MA04","House","MA",4,2006,-1,"Democrat","Extremely Urban",-17,867.16,0.036133677,0.054,0.399,0.038230069,0.855562662,1,0,0.6612,0.2209
"H2006MA05","House","MA",5,2006,-1,"Democrat","Extremely Urban",-9,1122.98,0.028125368,0.081,0.38,0.134686038,0.752448222,1,0,0.5797,0.329
"H2006MA06","House","MA",6,2006,-0.3996,"Democrat","Extremely Urban",-10,1325.3,0.035386123,0.038,0.407,0.05923786,0.866415965,0,0,0.5859,0.2998
"H2006MA07","House","MA",7,2006,-1,"Democrat","Extremely Urban",-18,3724.75,0.056983329,0.078,0.446,0.069508657,0.754507534,1,0,0.666,0.2193
"H2006MA08","House","MA",8,2006,-1,"Democrat","Extremely Urban",-31,15590.25,0.239726409,0.102,0.465,0.178190798,0.515841794,1,0,0.8045,0
"H2006MA09","House","MA",9,2006,-0.565,"Democrat","Extremely Urban",-15,2025.24,0.137087911,0.041,0.396,0.052038737,0.741757187,0,0,0.6384,0
"H2006MA10","House","MA",10,2006,-0.3515,"Democrat","Extremely Urban",-8,680.65,0.02360402,0.045,0.396,0.013856236,0.894258876,0,0,0.5621,0.3408
"H2006MD01","House","MD",1,2006,0.3726,"Republican","",10,181.23,0.116100773,0.021,0.312,0.020635558,0.827667168,0,0,0.3681,0.7589
"H2006MD02","House","MD",2,2006,-0.4052,"Democrat","Extremely Urban",-8,1865.27,0.331232816,0.037,0.243,0.029208988,0.592322496,0,0,0.5489,0.3068
"H2006MD03","House","MD",3,2006,-0.3263,"Open Seat","Extremely Urban",-7,2261.6,0.186877728,0.049,0.424,0.044410326,0.681889378,0,0,0.5441,0.338
"H2006MD04","House","MD",4,2006,-0.6394,"Democrat","Extremely Urban",-30,2100.45,0.578579187,0.082,0.359,0.113672331,0.223401368,0,0,0.789,0.2022
"H2006MD05","House","MD",5,2006,-1,"Democrat","Quite Urban",-9,440.13,0.369560868,0.043,0.324,0.054957036,0.507548904,1,0,0.5787,0.2925
"H2006MD06","House","MD",6,2006,0.203,"Republican","",13,216.2,0.057166621,0.025,0.29,0.027350426,0.867555165,0,0,0.3457,0.6745
"H2006MD07","House","MD",7,2006,-1,"Democrat","Extremely Urban",-25,2249.99,0.591194868,0.065,0.338,0.020328466,0.335589058,1,0,0.7342,0.2463
"H2006MD08","House","MD",8,2006,-0.5612,"Democrat","Extremely Urban",-20,2228.71,0.178939506,0.137,0.557,0.159596205,0.496333083,0,0,0.6953,0.2507
"H2006ME01","House","ME",1,2006,-0.2904,"Democrat","Quite Rural",-6,180.31,0.012174133,0.014,0.322,0.010441944,0.952471569,0,0,0.5608,0.4026
"H2006ME02","House","ME",2,2006,-0.4098,"Democrat","Extremely Rural",-4,23.33,0.009050807,0.008,0.207,0.008477179,0.95872677,0,0,0.5297,0.3947
"H2006MI01","House","MI",1,2006,-0.4145,"Democrat","Extremely Rural",2,26.62,0.008686868,0.006,0.186,0.009525293,0.935841116,0,0,0.4607,0.3276
"H2006MI02","House","MI",2,2006,0.3492,"Republican","",9,123.5,0.048412628,0.015,0.211,0.059032191,0.87858973,0,0,0.3932,0.6934
"H2006MI03","House","MI",3,2006,0.285,"Republican","Quite Urban",9,357.31,0.090968452,0.021,0.278,0.078786336,0.818552288,0,0,0.4033,0.6658
"H2006MI04","House","MI",4,2006,0.2264,"Republican","Quite Rural",3,88.92,0.026500912,0.011,0.212,0.02948295,0.92211823,0,0,0.4457,0.6436
"H2006MI05","House","MI",5,2006,-0.4766,"Democrat","Quite Urban",-12,377.76,0.193073839,0.01,0.176,0.033924848,0.768285076,0,0,0.5918,0.3128
"H2006MI06","House","MI",6,2006,0.2262,"Republican","",2,198.89,0.094108343,0.016,0.24,0.043036982,0.848384713,0,0,0.4665,0.6534
"H2006MI07","House","MI",7,2006,0.0413,"Open Seat","",2,154.25,0.060081005,0.015,0.223,0.034671515,0.883118065,0,0,0.4525,0.5836
"H2006MI08","House","MI",8,2006,0.123,"Republican","Quite Urban",2,294,0.054221734,0.028,0.32,0.036732413,0.869471317,0,0,0.4574,0.6103
"H2006MI09","House","MI",9,2006,0.053,"Republican","Extremely Urban",0,2128.17,0.105337664,0.08,0.476,0.035405874,0.771577983,0,0,0.4915,0.5845
"H2006MI10","House","MI",10,2006,0.349,"Republican","",4,186.66,0.025379043,0.02,0.211,0.024435349,0.921635671,0,0,0.4319,0.6862
"H2006MI11","House","MI",11,2006,0.1125,"Republican","Extremely Urban",1,1662.35,0.075929448,0.052,0.336,0.028659195,0.827309586,0,0,0.4715,0.5697
"H2006MI12","House","MI",12,2006,-0.4406,"Democrat","Extremely Urban",-13,4133.01,0.179005623,0.036,0.226,0.0163351,0.744407005,0,0,0.6071,0.2902
"H2006MI13","House","MI",13,2006,-1,"Democrat","Extremely Urban",-32,6129.17,0.608074069,0.013,0.156,0.09335342,0.30144691,1,0,0.8073,0.1847
"H2006MI14","House","MI",14,2006,-0.699,"Democrat","Extremely Urban",-33,5400.3,0.624255955,0.019,0.162,0.020221854,0.35229538,0,0,0.8257,0.1378
"H2006MI15","House","MI",15,2006,-1,"Democrat","Extremely Urban",-13,689.28,0.13487646,0.052,0.297,0.033158273,0.772508083,1,0,0.6178,0.2657
"H2006MN01","House","MN",1,2006,-0.0564,"Republican","",1,46.16,0.016355999,0.025,0.248,0.03604918,0.913586903,0,0,0.4816,0.596
"H2006MN02","House","MN",2,2006,0.1616,"Republican","Quite Urban",3,202.6,0.031769037,0.04,0.36,0.032833133,0.881385529,0,0,0.4547,0.5638
"H2006MN03","House","MN",3,2006,0.2984,"Republican","Extremely Urban",1,1315,0.072163649,0.069,0.434,0.030194178,0.826358535,0,0,0.4853,0.6461
"H2006MN04","House","MN",4,2006,-0.3942,"Democrat","Extremely Urban",-13,3046.34,0.095485136,0.089,0.373,0.063156575,0.751135932,0,0,0.6249,0.3324
"H2006MN05","House","MN",5,2006,-0.3426,"Open Seat","Extremely Urban",-21,4962.76,0.154228941,0.047,0.409,0.085093275,0.711874712,0,0,0.719,0.2443
"H2006MN06","House","MN",6,2006,0.0788,"Open Seat","",5,199.62,0.023313539,0.031,0.292,0.017914772,0.920248869,0,0,0.4273,0.5399
"H2006MN07","House","MN",7,2006,-0.4063,"Democrat","Extremely Rural",6,19.34,0.006381178,0.009,0.197,0.030882765,0.927301477,0,0,0.4371,0.3384
"H2006MN08","House","MN",8,2006,-0.2924,"Democrat","Quite Rural",-4,22.29,0.008546796,0.008,0.208,0.009385342,0.942736389,0,0,0.5332,0.3215
"H2006MO01","House","MO",1,2006,-0.4813,"Democrat","Extremely Urban",-26,2863.08,0.550446451,0.019,0.254,0.017489426,0.417638688,0,0,0.752,0.2283
"H2006MO02","House","MO",2,2006,0.2479,"Republican","Extremely Urban",9,498.23,0.03247384,0.037,0.419,0.01940316,0.906335156,0,0,0.399,0.6537
"H2006MO03","House","MO",3,2006,-0.338,"Democrat","Extremely Urban",-8,498.52,0.10601908,0.024,0.284,0.020407919,0.856858219,0,0,0.5693,0.4513
"H2006MO04","House","MO",4,2006,-0.3826,"Democrat","Quite Rural",11,42.74,0.031236816,0.01,0.178,0.02203029,0.913832665,0,0,0.3543,0.3238
"H2006MO05","House","MO",5,2006,-0.3206,"Democrat","Extremely Urban",-12,1215.38,0.255381763,0.019,0.262,0.073241249,0.655908648,0,0,0.5959,0.4212
"H2006MO06","House","MO",6,2006,0.2588,"Republican","",5,47.7,0.038191572,0.015,0.252,0.030750703,0.896719974,0,0,0.4249,0.6383
"H2006MO07","House","MO",7,2006,0.3664,"Republican","",14,113.45,0.017315757,0.011,0.22,0.035724431,0.913682766,0,0,0.3251,0.7045
"H2006MO08","House","MO",8,2006,0.4524,"Republican","Quite Rural",11,33.28,0.047675002,0.008,0.144,0.009832074,0.91970593,0,0,0.3606,0.7221
"H2006MO09","House","MO",9,2006,0.2554,"Republican","Quite Rural",7,44.64,0.040256873,0.016,0.236,0.014406605,0.917840434,0,0,0.4093,0.646
"H2006MS01","House","MS",1,2006,0.3204,"Republican","Quite Rural",10,62.31,0.274156064,0.008,0.173,0.017601442,0.7060642,0,0,0.3723,0.7901
"H2006MS02","House","MS",2,2006,-0.2822,"Democrat","",-10,52.2,0.661914825,0.008,0.184,0.009644615,0.337348709,0,0,0.5948,0.4064
"H2006MS03","House","MS",3,2006,1,"Republican","Quite Rural",13,54,0.342687547,0.006,0.232,0.013159236,0.629618214,0,1,0.3436,0.8006
"H2006MS04","House","MS",4,2006,-0.5982,"Democrat","",16,81.74,0.235415697,0.016,0.188,0.020987596,0.72473835,0,0,0.3129,0.345
"H2006MT00","House","MT",0,2006,0.1997,"Republican","",11,6.2,0.006414368,0.005199541,0.279,0.021966204,0.899897108,0,0,0.395,0.644
"H2006NC01","House","NC",1,2006,-1,"Democrat","Quite Rural",-9,86.01,0.520650864,0.007,0.13,0.03541984,0.455932315,1,0,0.5749,0.3602
"H2006NC02","House","NC",2,2006,-0.3306,"Democrat","Quite Rural",3,156.52,0.299373686,0.016,0.186,0.099247575,0.592446169,0,0,0.457,0.377
"H2006NC03","House","NC",3,2006,0.3728,"Republican","",15,100,0.172241375,0.015,0.228,0.046615191,0.751982254,0,0,0.3202,0.707
"H2006NC04","House","NC",4,2006,-0.2998,"Democrat","Quite Urban",-6,494.05,0.20363161,0.063,0.524,0.071058169,0.654929657,0,0,0.5552,0.3588
"H2006NC05","House","NC",5,2006,0.1432,"Republican","Quite Rural",15,140.66,0.078033246,0.011,0.229,0.053203538,0.855247945,0,0,0.334,0.5883
"H2006NC06","House","NC",6,2006,0.4166,"Republican","Quite Rural",17,210.33,0.103685826,0.012,0.256,0.053270809,0.820544739,0,0,0.3029,0.7315
"H2006NC07","House","NC",7,2006,-0.456,"Democrat","Quite Rural",3,101.72,0.215205133,0.009,0.217,0.053370349,0.655519681,0,0,0.4388,0.2681
"H2006NC08","House","NC",8,2006,0.0028,"Republican","Quite Urban",3,188.61,0.299427181,0.018,0.197,0.086844869,0.58383803,0,0,0.455,0.5554
"H2006NC09","House","NC",9,2006,0.3306,"Republican","Quite Urban",12,625.05,0.137337476,0.031,0.396,0.060710538,0.743864457,0,0,0.3641,0.7024
"H2006NC10","House","NC",10,2006,0.236,"Republican","Quite Rural",15,187.51,0.094304204,0.017,0.174,0.048607714,0.8473488,0,0,0.3286,0.6415
"H2006NC11","House","NC",11,2006,-0.0758,"Republican","Quite Rural",7,102.77,0.049666986,0.009,0.248,0.038817212,0.887800156,0,0,0.4278,0.549
"H2006NC12","House","NC",12,2006,-0.3402,"Democrat","Extremely Urban",-11,753.78,0.445772588,0.036,0.235,0.110346049,0.423961377,0,0,0.6276,0.3317
"H2006NC13","House","NC",13,2006,-0.2742,"Democrat","Quite Urban",-2,274.49,0.273244798,0.027,0.302,0.089582264,0.597231248,0,0,0.526,0.4121
"H2006ND00","House","ND",0,2006,-0.313,"Democrat","",13,9.31,0.010799028,0.005615073,0.263,0.01435275,0.910020661,0,0,0.3609,0.4044
"H2006NE01","House","NE",1,2006,0.167,"Republican","",11,47.72,0.019855158,0.019,0.279,0.054856889,0.889133369,0,0,0.3618,0.5423
"H2006NE02","House","NE",2,2006,0.0932,"Republican","Extremely Urban",9,1389.44,0.111625478,0.03,0.353,0.085437,0.776231122,0,0,0.39,0.611
"H2006NE03","House","NE",3,2006,0.0928,"Open Seat","Quite Rural",24,8.84,0.005485712,0.008,0.194,0.077826649,0.899735974,0,0,0.2406,0.8745
"H2006NH01","House","NH",1,2006,-0.0263,"Republican","",0,252.21,0.014189743,0.021,0.329,0.023243915,0.93673546,0,0,0.4883,0.6334
"H2006NH02","House","NH",2,2006,-0.071,"Republican","Quite Rural",-3,94.83,0.00962788,0.025,0.328,0.023391616,0.934424384,0,0,0.5253,0.5825
"H2006NJ01","House","NJ",1,2006,-1,"Democrat","Extremely Urban",-14,1933.33,0.188320011,0.042,0.25,0.097490951,0.683286388,1,0,0.6059,0.2465
"H2006NJ02","House","NJ",2,2006,0.2647,"Republican","Quite Urban",-4,326.62,0.143561572,0.036,0.219,0.120151371,0.696445018,0,0,0.4958,0.6509
"H2006NJ03","House","NJ",3,2006,0.1739,"Republican","Extremely Urban",-3,699.25,0.099900693,0.042,0.319,0.049743652,0.805188177,0,0,0.4874,0.6344
"H2006NJ04","House","NJ",4,2006,0.3249,"Republican","Extremely Urban",1,900.5,0.092975065,0.042,0.296,0.099504709,0.765998502,0,0,0.4378,0.67
"H2006NJ05","House","NJ",5,2006,0.1147,"Republican","Quite Urban",4,588.94,0.020862991,0.101,0.433,0.05699626,0.814847497,0,0,0.4261,0.5757
"H2006NJ06","House","NJ",6,2006,-0.3808,"Democrat","Extremely Urban",-12,3296.61,0.162561208,0.109,0.343,0.1466396,0.56683996,0,0,0.5677,0.3082
"H2006NJ07","House","NJ",7,2006,0.0167,"Republican","Extremely Urban",1,1087.77,0.054745711,0.129,0.459,0.098215044,0.709482158,0,0,0.4686,0.5688
"H2006NJ08","House","NJ",8,2006,-0.4229,"Democrat","Extremely Urban",-12,6061.04,0.139555976,0.073,0.327,0.301580191,0.487971653,0,0,0.5888,0.2868
"H2006NJ09","House","NJ",9,2006,-0.4345,"Democrat","Extremely Urban",-13,6948.55,0.080715418,0.144,0.362,0.240421101,0.52860638,0,0,0.5884,0.3171
"H2006NJ10","House","NJ",10,2006,-1,"Democrat","Extremely Urban",-34,9806.94,0.59138453,0.043,0.219,0.187680751,0.18910672,1,0,0.8206,0
"H2006NJ11","House","NJ",11,2006,0.2552,"Republican","Extremely Urban",6,1060.92,0.030064775,0.086,0.495,0.087817959,0.774478058,0,0,0.4203,0.6788
"H2006NJ12","House","NJ",12,2006,-0.3116,"Democrat","Extremely Urban",-8,1022.14,0.11625918,0.137,0.477,0.059234068,0.662964986,0,0,0.5449,0.3969
"H2006NJ13","House","NJ",13,2006,-0.5818,"Open Seat","Extremely Urban",-23,11409.45,0.135380864,0.077,0.28,0.498307884,0.301351819,0,0,0.6895,0.2212
"H2006NM01","House","NM",1,2006,0.0042,"Republican","Extremely Urban",-2,128.57,0.033481073,0.026,0.306,0.44967562,0.468629397,0,0,0.5164,0.544
"H2006NM02","House","NM",2,2006,0.1893,"Republican","Quite Urban",6,8.73,0.02059802,0.01,0.191,0.494711757,0.450011987,0,0,0.4169,0.602
"H2006NM03","House","NM",3,2006,-0.4916,"Democrat","",-6,12.86,0.019106936,0.017,0.261,0.371561408,0.439567591,0,0,0.5407,0.3132
"H2006NV01","House","NV",1,2006,-0.3363,"Democrat","Extremely Urban",-9,3757.27,0.137892872,0.07,0.173,0.341006339,0.446604637,0,0,0.5749,0.3112
"H2006NV02","House","NV",2,2006,0.0546,"Open Seat","Quite Urban",8,6.34,0.03082718,0.043,0.222,0.188446119,0.727090562,0,0,0.4173,0.6715
"H2006NV03","House","NV",3,2006,0.0189,"Republican","Extremely Urban",-1,145.76,0.07726258,0.1,0.25,0.198670492,0.585519855,0,0,0.4932,0.5446
"H2006NY01","House","NY",1,2006,-0.2254,"Democrat","Extremely Urban",-3,1012.27,0.051607333,0.041,0.327,0.093347237,0.799740747,0,0,0.4966,0.3881
"H2006NY02","House","NY",2,2006,-0.4018,"Democrat","Extremely Urban",-7,2733.79,0.112850323,0.048,0.341,0.167407066,0.654436487,0,0,0.538,0.2856
"H2006NY03","House","NY",3,2006,0.1168,"Republican","Extremely Urban",-2,3568.14,0.027702685,0.049,0.369,0.075937659,0.823028319,0,0,0.476,0.5417
"H2006NY04","House","NY",4,2006,-0.2956,"Democrat","Extremely Urban",-9,7284.43,0.201183408,0.074,0.361,0.171345681,0.547640772,0,0,0.552,0.3309
"H2006NY05","House","NY",5,2006,-1,"Democrat","Extremely Urban",-18,9874.17,0.048350289,0.306,0.374,0.24148047,0.368549623,1,0,0.6321,0.2269
"H2006NY06","House","NY",6,2006,-1,"Democrat","Extremely Urban",-38,16549.34,0.550082862,0.156,0.225,0.174732178,0.109721497,1,0,0.8496,0
"H2006NY07","House","NY",7,2006,-0.6716,"Democrat","Extremely Urban",-28,24814.56,0.176466554,0.162,0.236,0.422748148,0.22897617,0,0,0.7444,0.1383
"H2006NY08","House","NY",8,2006,-0.6869,"Democrat","Extremely Urban",-28,43975.81,0.059115082,0.145,0.542,0.112442613,0.671798118,0,0,0.729,0.1559
"H2006NY09","House","NY",9,2006,-1,"Democrat","Extremely Urban",-14,17675.85,0.050888605,0.184,0.375,0.14788565,0.587633634,1,0,0.5612,0.2244
"H2006NY10","House","NY",10,2006,-0.8588,"Democrat","Extremely Urban",-41,36597.37,0.636674881,0.035,0.244,0.170688689,0.174977035,0,0,0.8681,0.0568
"H2006NY11","House","NY",11,2006,-0.8156,"Open Seat","Extremely Urban",-40,54303.82,0.591605186,0.049,0.326,0.120251723,0.267037418,0,0,0.8684,0
"H2006NY12","House","NY",12,2006,-0.7882,"Democrat","Extremely Urban",-34,34936.47,0.112420276,0.186,0.268,0.478507549,0.298357467,0,0,0.8128,0.1051
"H2006NY13","House","NY",13,2006,0.1342,"Republican","Extremely Urban",-1,10110.65,0.07726416,0.124,0.284,0.140651494,0.651120992,0,0,0.449,0.5183
"H2006NY14","House","NY",14,2006,-0.6846,"Democrat","Extremely Urban",-26,52057.36,0.051771954,0.126,0.646,0.14649564,0.674558056,0,0,0.7521,0.1592
"H2006NY15","House","NY",15,2006,-0.8764,"Democrat","Extremely Urban",-43,63591.93,0.323676705,0.048,0.35,0.47091648,0.229874884,0,0,0.9064,0.0565
"H2006NY16","House","NY",16,2006,-0.9108,"Democrat","Extremely Urban",-43,55360.41,0.326998532,0.016,0.106,0.655457735,0.028467107,0,0,0.8981,0.0379
"H2006NY17","House","NY",17,2006,-0.517,"Democrat","Extremely Urban",-21,5167.09,0.33595261,0.055,0.316,0.235813498,0.380137618,0,0,0.6696,0.176
"H2006NY18","House","NY",18,2006,-0.4056,"Democrat","Extremely Urban",-10,2945.71,0.102016494,0.073,0.481,0.182787389,0.617447252,0,0,0.578,0.2549
"H2006NY19","House","NY",19,2006,-0.023,"Republican","Quite Urban",1,467.02,0.060563445,0.043,0.364,0.102751665,0.777420093,0,0,0.4575,0.5718
"H2006NY20","House","NY",20,2006,-0.0614,"Republican","Quite Rural",3,93.24,0.026092065,0.015,0.287,0.023707461,0.925066128,0,0,0.4604,0.5823
"H2006NY21","House","NY",21,2006,-0.5566,"Democrat","Extremely Urban",-9,338.18,0.093185753,0.038,0.303,0.037759863,0.822307632,0,0,0.5606,0.2569
"H2006NY22","House","NY",22,2006,-1,"Democrat","",-6,201.58,0.098644674,0.038,0.273,0.102002457,0.767393521,1,0,0.5441,0.2849
"H2006NY23","House","NY",23,2006,0.2632,"Republican","Extremely Rural",0,49.44,0.023237523,0.014,0.19,0.01871893,0.923486596,0,0,0.4787,0.604
"H2006NY24","House","NY",24,2006,-0.0859,"Open Seat","Quite Rural",1,106.16,0.03725224,0.015,0.225,0.024740443,0.910545875,0,0,0.4695,0.4988
"H2006NY25","House","NY",25,2006,0.019,"Republican","Quite Urban",-3,403.99,0.085488483,0.025,0.314,0.027143877,0.854113685,0,0,0.5129,0.5985
"H2006NY26","House","NY",26,2006,0.0374,"Republican","Quite Urban",3,239.6,0.034942426,0.025,0.294,0.020954546,0.904375783,0,0,0.4383,0.4904
"H2006NY27","House","NY",27,2006,-0.5844,"Democrat","Quite Urban",-7,357.53,0.061006688,0.011,0.238,0.049341135,0.874624906,0,0,0.5447,0.4657
"H2006NY28","House","NY",28,2006,-0.454,"Democrat","Extremely Urban",-15,1225.19,0.314286262,0.021,0.246,0.057677895,0.632053316,0,0,0.6367,0.208
"H2006NY29","House","NY",29,2006,0.0306,"Republican","",5,115.61,0.031114798,0.025,0.297,0.016781066,0.911305795,0,0,0.4266,0.4472
"H2006OH01","House","OH",1,2006,0.0564,"Republican","Extremely Urban",1,1515.16,0.300175667,0.016,0.243,0.016493632,0.669375228,0,0,0.4946,0.5983
"H2006OH02","House","OH",2,2006,0.0106,"Republican","Quite Urban",13,241.52,0.052329607,0.02,0.332,0.009023142,0.907223722,0,0,0.3603,0.717
"H2006OH03","House","OH",3,2006,0.1704,"Republican","Extremely Urban",3,395.32,0.174907327,0.02,0.256,0.01612494,0.795488682,0,0,0.4552,0.6229
"H2006OH04","House","OH",4,2006,0.2024,"Open Seat","",14,136.52,0.051007293,0.008,0.157,0.014474307,0.915597361,0,0,0.3455,0.586
"H2006OH05","House","OH",5,2006,0.1388,"Republican","Quite Rural",10,102.92,0.01372171,0.007,0.17,0.043012165,0.931892301,0,0,0.3871,0.6705
"H2006OH06","House","OH",6,2006,-0.2388,"Open Seat","Quite Rural",0,121.35,0.025921246,0.009,0.166,0.008335302,0.947221681,0,0,0.4919,0
"H2006OH07","House","OH",7,2006,0.2196,"Republican","Quite Urban",6,221.45,0.091810606,0.015,0.213,0.016690437,0.856791786,0,0,0.4283,0.6496
"H2006OH08","House","OH",8,2006,0.2802,"Republican","Quite Urban",12,313.18,0.05926127,0.019,0.21,0.016873628,0.889694671,0,0,0.3544,0.6901
"H2006OH09","House","OH",9,2006,-0.4718,"Democrat","Extremely Urban",-9,572.58,0.152280957,0.015,0.217,0.044223689,0.790078356,0,0,0.5835,0.3187
"H2006OH10","House","OH",10,2006,-0.3262,"Democrat","Extremely Urban",-6,3226.74,0.080995761,0.025,0.255,0.060000852,0.833736689,0,0,0.5833,0.3359
"H2006OH11","House","OH",11,2006,-0.666,"Democrat","Extremely Urban",-33,4688.4,0.598737121,0.023,0.264,0.021055309,0.371899852,0,0,0.8193,0
"H2006OH12","House","OH",12,2006,0.1628,"Republican","Extremely Urban",1,620.77,0.227884874,0.044,0.378,0.022384249,0.713343501,0,0,0.4911,0.6196
"H2006OH13","House","OH",13,2006,-0.2238,"Open Seat","Extremely Urban",-6,1188.91,0.132260948,0.017,0.267,0.037716411,0.824152521,0,0,0.5574,0.3257
"H2006OH14","House","OH",14,2006,0.1847,"Republican","Quite Urban",2,351.04,0.039072767,0.019,0.304,0.017501578,0.921758637,0,0,0.4725,0.6275
"H2006OH15","House","OH",15,2006,0.0048,"Republican","Extremely Urban",1,535.27,0.098420933,0.042,0.351,0.033826228,0.822048352,0,0,0.4963,0.6002
"H2006OH16","House","OH",16,2006,0.1728,"Republican","Quite Urban",4,364.15,0.055635061,0.008,0.222,0.009751432,0.924154724,0,0,0.4599,0.6655
